UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,temp_gap,power,wear_rate,heat_stress,stress_index
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,10.199999999999989,73702.3,0.04874746106973595,508.9799999999994,3592.8
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,10.199999999999989,57643.600000000006,0.04441776710684274,352.9199999999996,2560.4000000000005
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,10.199999999999989,72416.4,0.05436337625178827,528.3599999999993,3936.7999999999997
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,58058.8,0.048271752085816445,352.9199999999996,2802.6
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,28654.6,0.03211351755041075,110.21000000000011,920.1999999999999
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,62333.7,0.06125258086717137,437.5799999999995,3818.1
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,70884.0,0.06354748603351955,509.8500000000006,4504.5
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000045,62454.299999999996,0.06286836935166994,417.1800000000018,3926.3999999999996
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,55580.0,0.06234256926952141,360.5000000000004,3465.0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000045,67494.3,0.07048150732728542,480.4200000000022,4757.1
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000045,56315.0,0.06401491609695463,357.0000000000016,3605.0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,64890.00000000001,0.06666666666666667,420.23999999999955,4326.0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000023,58405.200000000004,0.06540342298288508,360.57000000000085,3819.9
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000023,56471.0,0.0738255033557047,382.7900000000009,4169.0
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000023,57104.799999999996,0.064330844342332,331.2800000000007,3673.6
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,71232.0,0.08482142857142858,535.3000000000012,6042.0
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,56797.7,0.07271597265382225,360.05999999999955,4130.099999999999
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,86254.7,0.08374384236453201,625.2100000000007,7223.299999999999
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,58389.700000000004,0.07668133249528598,374.3400000000017,4477.400000000001
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,64988.0,0.08395396073121192,448.800000000002,5456.0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,54980.3,0.08273145108338804,371.83000000000044,4548.6
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,53392.5,0.08126984126984127,345.7799999999996,4339.2
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,71097.59999999999,0.09672619047619048,544.8700000000006,6876.999999999999
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,62231.4,0.09740259740259741,462.4700000000005,6061.5
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,0.08621774701069855,382.13000000000045,5082.7
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,62384.399999999994,0.09043927648578812,415.09000000000043,5642.0
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,57411.7,0.09472981987991995,394.4900000000004,5438.599999999999
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,52582.4,0.08653846153846154,322.31999999999965,4550.4
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,55130.700000000004,0.10089841050449205,392.43000000000046,5562.6
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,66250.8,0.10320781032078104,471.2399999999995,6837.6
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,74623.2,0.10663841807909605,537.5399999999994,7957.7
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,44396.1,0.08374384236453201,245.43000000000055,3717.8999999999996
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,58680.0,0.12116564417177914,459.00000000000205,7110.0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,0.10197578075207138,350.88000000000153,5504.0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,0.10227272727272728,301.79000000000036,4746.6
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,0.12041116005873716,548.7599999999993,8823.199999999999
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,0.12490594431903687,496.91999999999837,8167.200000000001
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,0.10916179337231968,368.21999999999963,6064.8
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,0.1043585021485574,378.4199999999996,6307.0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,0.11248374512353707,328.43999999999966,5570.600000000001
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,0.11146496815286625,358.44000000000034,6089.999999999999
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,0.12571022727272727,435.3099999999985,7628.7
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,0.12570224719101122,485.51999999999947,8520.4
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,0.11970899470899471,355.97999999999956,6316.9
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,0.12381596752368065,437.5799999999995,7850.7
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,0.11011904761904762,343.73999999999967,6234.500000000001
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,0.12575250836120402,394.7399999999996,7275.600000000001
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,0.12242268041237113,369.6600000000008,6954.0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,0.13854989231873654,513.0600000000022,9707.9
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,0.12104283054003724,312.11999999999966,5967.000000000001
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,0.14712471994025392,521.1600000000012,10165.2
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,0.11254924029262803,245.43000000000055,4860.0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,0.14985163204747776,599.7599999999993,11877.6
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,0.14147018030513175,449.81999999999954,8996.4
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,0.14767025089605734,500.8199999999995,10114.6
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,0.12845728334357714,320.2800000000014,6562.599999999999
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,0.13375394321766562,341.7000000000015,7102.0
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,0.1456773315180395,464.09999999999945,9737.0
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,0.15859030837004406,585.0400000000006,12268.8
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,0.15516014234875444,578.8600000000007,12251.6
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,0.0,336.8100000000004,0.0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,0.001364256480218281,434.5199999999995,85.2
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,0.0030864197530864196,365.15999999999957,178.99999999999997
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,0.005158437730287398,491.6399999999995,337.4
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,0.0059445178335535,386.57999999999953,341.09999999999997
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,0.007387508394895903,412.07999999999953,444.4
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,0.009767092411720512,642.5999999999992,819.0000000000001
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,0.009287925696594427,295.0,442.5
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.799999999996,0.011470985155195682,382.7899999999987,644.3
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,0.013380281690140845,645.3899999999978,1214.1
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,0.01445466491458607,495.9100000000011,1080.2
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,0.015114873035066506,324.2099999999989,802.5000000000001
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,0.01555299539170507,270.6799999999991,723.6
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,51260.1,0.01890359168241966,326.2300000000007,969.0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,0.023741007194244605,479.7499999999984,1567.5
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,53943.4,0.024071526822558458,374.71000000000083,1298.5
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,62928.00000000001,0.025694444444444443,441.370000000001,1616.9
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,41229.4,0.021494370522006142,213.1100000000005,886.2
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,44640.0,0.024444444444444446,250.48000000000056,1091.2
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,56388.0,0.03215223097112861,370.0,1813.0000000000002
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,60192.0,0.03355263157894737,396.0,2019.6
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,59241.6,0.03856749311294766,408.0,2284.8
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,59953.6,0.03975741239892183,404.0,2383.6
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,65596.0,0.042776998597475455,455.39999999999895,2806.0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,47082.0,0.038135593220338986,282.14999999999935,1795.5000000000002
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,76634.7,0.046395431834404,547.0,3555.5
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,46550.0,0.038285714285714284,263.3399999999994,1782.1999999999998
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,74985.3,0.04732927653820149,507.0,3549.0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,47628.0,0.046296296296296294,294.0,2205.0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,42564.6,0.04288070368334249,236.34000000000052,1825.1999999999998
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,63627.200000000004,0.054945054945054944,437.0,3496.0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,59349.0,0.051045510455104554,361.34999999999917,3029.5
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,69222.0,0.06115107913669065,498.0,4233.0
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,63167.0,0.059904697072838665,430.0,3784.0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,39379.2,0.04388103364212579,193.92000000000044,1727.9999999999998
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,56448.0,0.058673469387755105,363.6000000000008,3312.0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,52754.8,0.0591567023285085,335.3200000000008,3120.8
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,57038.0,0.05318559556786703,319.1600000000007,3033.6
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,58447.00000000001,0.07075812274368232,430.43999999999954,4135.600000000001
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,67061.2,0.07172701949860724,481.0099999999979,4810.099999999999
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,65572.8,0.07301808066759388,469.67999999999796,4788.0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,62749.8,0.0726408689748812,438.7800000000005,4558.200000000001
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,53667.00000000001,0.08164794007490636,414.0599999999982,4381.8
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,62361.6,0.07974137931034483,465.91999999999894,4972.8
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,70109.2,0.08454810495626822,531.4399999999988,5927.599999999999
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,52681.2,0.06934731934731934,322.34999999999997,3653.2999999999997
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,64449.00000000001,0.08745519713261649,485.1,5636.400000000001
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,43338.9,0.07238762405137186,265.65000000000003,3137.2000000000003
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,39812.299999999996,0.05918271488961954,198.22000000000043,2356.2
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,55785.200000000004,0.08359923420548819,373.8,4663.6
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,62122.6,0.08261405672009864,405.97999999999865,5132.2
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,47154.0,0.07816091954022988,289.9699999999997,3685.6
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,53071.200000000004,0.09126984126984126,372.0599999999988,4843.8
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,64336.5,0.0966869506423259,461.09999999999854,6220.5
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,47767.5,0.08405296488198043,291.4999999999991,4015.0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,40876.799999999996,0.06951620479098168,203.51999999999933,2841.5999999999995
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,64715.4,0.1091703056768559,499.2599999999984,7065.000000000001
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,57791.4,0.09626345788473717,387.9599999999988,5563.2
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,61596.00000000001,0.11877394636015326,500.32000000000113,7316.000000000001
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,59119.2,0.10835058661145618,432.48000000000087,6405.599999999999
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,63786.799999999996,0.10484927916120576,443.0800000000009,6687.999999999999
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,64077.3,0.11355815554026152,467.460000000001,7276.5
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,52848.0,0.11444141689373297,385.20000000000164,6048.0
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,66700.4,0.12947448591012947,538.4800000000012,8635.999999999998
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,68900.0,0.13230769230769232,561.8000000000012,9116.0
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,66827.6,0.106318347509113,426.3,7105.0
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,56904.8,0.10326721120186698,351.9199999999989,5876.400000000001
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,47854.0,0.10623145400593471,301.039999999999,5083.599999999999
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,60328.799999999996,0.11970899470899471,422.93999999999863,7221.9
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,51745.200000000004,0.11352357320099256,340.2599999999989,5874.3
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,59210.00000000001,0.11935483870967742,404.9199999999987,7067.000000000001
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,49335.0,0.1251646903820817,344.49999999999886,6175.0
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,57920.0,0.13259668508287292,427.99999999999955,7680.0
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,72274.29999999999,0.12427930813581038,495.40999999999946,8982.199999999999
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,62347.2,0.13172043010752688,448.32999999999953,8212.4
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,47232.200000000004,0.11712772218952325,297.4599999999997,5532.200000000001
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,62141.4,0.13391072618254496,447.12000000000046,8321.4
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,77849.1,0.14785142024763293,612.3600000000007,11510.1
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,53474.2,0.12037580739870817,339.1199999999986,6437.0
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,51428.0,0.12209302325581395,322.9200000000003,6279.0
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,58576.2,0.15379113018597998,452.5199999999981,9008.5
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,72192.9,0.15672178289000718,560.5199999999976,11314.199999999999
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,61827.600000000006,0.0,430.1399999999996,0.0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,51551.1,0.0018214936247723133,334.9099999999996,93.89999999999999
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,65811.2,0.0034036759700476512,474.88000000000096,223.99999999999997
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,45299.1,0.004574042309891366,277.1300000000012,207.2
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,40897.5,0.005012531328320802,217.2999999999993,205.0
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,48253.4,0.007462686567164179,296.3899999999997,360.1
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,59706.600000000006,0.009596928982725527,408.7399999999996,573.0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,55158.600000000006,0.0099241097489784,344.5399999999997,547.4000000000001
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,58075.6,0.013568521031207599,421.5800000000018,788.0
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,49878.0,0.01437908496732026,352.0800000000004,717.1999999999999
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,68401.5,0.01699524133242692,502.2000000000005,1162.5
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,67456.8,0.019452449567723344,524.8800000000006,1312.2
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,33782.4,0.01184640522875817,147.65999999999985,400.2
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,52146.5,0.02018927444794953,355.32000000000033,1052.8000000000002
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,65946.8,0.023303632625085675,488.16000000000054,1536.8000000000002
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,62995.2,0.023963730569948185,440.64000000000044,1509.6
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,51258.9,0.02411873840445269,339.18999999999966,1236.3
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,54708.49999999999,0.025705329153605017,367.0099999999996,1406.3
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,62019.99999999999,0.030714285714285715,474.0099999999995,1904.8999999999999
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,49941.0,0.0297951582867784,334.7999999999986,1488.0
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,69322.0,0.0338420703384207,496.7999999999979,2346.0
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,50220.0,0.03225806451612903,324.00000000000034,1620.0
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,56869.399999999994,0.03558504221954162,367.0099999999996,2023.6999999999998
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,59888.7,0.03758471965495995,394.8299999999996,2250.8999999999996
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,68362.2,0.045064377682403435,528.1199999999977,3080.7
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,51881.4,0.043506921555702044,369.3599999999985,2257.2000000000003
